id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41339,Porto city flat near the sea,180050,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,75,5,17,2018-09-28,0.18,1,222
42462,Large Penthouse in Vila Nova Gaia,185492,Gabriela,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.10739,-8.5943,Entire home/apt,80,30,39,2018-10-14,0.40,3,138
55111,Fontielas Houses |Floor1 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17481,-8.35362,Entire home/apt,66,3,14,2019-09-07,0.21,3,0
73828,Fontielas Houses |Floor0 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17449,-8.35426,Entire home/apt,66,3,8,2019-07-22,0.12,3,0
76436,Go2oporto @ River Side,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13951,-8.61453,Entire home/apt,99,2,184,2020-08-13,1.65,13,357
86388,A Formosa - a nest made for two,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,20,2,136,2020-09-23,1.15,6,0
87873,Oporto Apartment Triplex,480980,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,50,2,183,2020-08-03,1.73,3,361
91439,A Formosa 2 -The red sofa room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,143,2020-02-07,1.21,6,0
94701,Big TERRACE APARTMENT / city center,505473,Gundega & Antonio,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,42,3,285,2020-08-29,2.42,1,250
96394,Boat Blue Days,511741,Manuel,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,208,1,10,2020-11-06,0.24,1,0
100521,casa de praia,528145,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,80,1,0,,,1,365
100661,A Formosa 3 - Little Vintage Nook,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,71,2020-02-16,0.61,6,0
104045,Aida Duplex Apartment | 5 Bedrooms,541968,Aida,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,90,4,260,2020-03-07,2.25,1,356
105347,Minha casinha / My little house,544104,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,50,3,119,2019-10-28,1.28,1,291
108153,Rooms-Piscina-Praia,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,60,2,6,2019-08-29,0.11,3,365
113586,1 Bedroom Vintage Apartment 60sqm,577638,César,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,45,4,195,2020-09-20,1.68,1,193
122362,Private house in Oporto - Portugal,613350,Olga,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,60,2,62,2020-03-08,0.79,1,360
125872,B&B - Luxury Suite with HQ private bath,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,25,1,222,2020-01-01,1.90,14,365
127208,B & B  Room Yoga Garden's Place,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,25,2,454,2020-07-23,4.04,1,271
128557,B&B-Priv.Room  Porto 5m.winecellars,625145,Manuel & Family,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12557,-8.61512,Private room,23,1,358,2020-08-21,3.07,14,365
131994,Casa Do Pinheiro - Studio,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.6151,Entire home/apt,17,3,144,2020-10-31,1.24,2,164
133099,Casa Do Pinheiro - Duplex Apartment,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.61391,Entire home/apt,40,3,119,2020-07-04,1.03,2,158
133803,"Sun, sea & city.",489762,Sun Sea City,VILA NOVA DE GAIA,Canidelo,41.1277,-8.66321,Entire home/apt,87,3,177,2020-10-25,3.12,1,291
134570,Luxury Beachfront Penthouse Apartment w/ Pool,660293,Natacha,VILA NOVA DE GAIA,Madalena,41.1041,-8.65946,Entire home/apt,150,2,74,2020-08-08,0.69,1,350
139425,Cozy apartment with terrace and barbecue,680010,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,51,1,187,2019-10-10,1.61,13,200
141255,Yellow House -  Casa CF,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19279,-8.66029,Private room,46,2,0,,,3,365
155127,Apartment Douro river 5 km to Porto,745984,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.12465,-8.54445,Entire home/apt,44,3,80,2020-08-10,2.45,1,0
155723,House with EscolaSuperiorEnferma,748789,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15889,-8.61002,Entire home/apt,80,3,6,2017-08-13,0.05,1,0
165699,Oliveira`s Place,789887,Bravo` S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61476,Entire home/apt,600,2,102,2020-02-28,1.45,2,357
169321,Espaçoso e luminoso Apartamento perto de belas artes I,806826,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,80,3,139,2020-03-07,1.25,4,177
173827,"Large Flat , free parking, swimming pool",154415,Manuela,PORTO,Lordelo do Ouro e Massarelos,41.16188,-8.66014,Entire home/apt,45,3,110,2020-03-08,1.58,3,269
186655,Charming Family House with Garden (6981/AL),897112,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15206,-8.65228,Entire home/apt,65,2,206,2020-08-29,1.80,1,290
186946,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,125,2,248,2020-09-25,2.18,2,336
191005,Luxury Apartment Downtown - Porto,923371,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,55,3,93,2020-02-22,0.90,2,0
207475,EcoArtistic Nest,1020922,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13109,-8.61375,Entire home/apt,31,2,10,2019-04-26,0.46,1,0
208147,"Farmhouse accommodation, Portugal",1024383,David,VILA DO CONDE,Fornelo e Vairão,41.32667,-8.65956,Private room,30,4,36,2020-08-08,0.53,1,350
241573,class & comfort downtown/ps Parking SI5,1266562,Oporto,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,79,2,196,2020-08-23,1.75,19,177
241574,apartment  downtown1 / P.Parking SL1T,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,64,2,332,2019-10-19,2.98,19,347
241742,lovely apartment in down town SI1,1266562,Oporto,PORTO,Bonfim,41.14831,-8.6004,Entire home/apt,78,2,195,2020-12-20,1.77,19,254
241743,tranquility in downtown SI3,1266562,Oporto,PORTO,Bonfim,41.14654,-8.59991,Entire home/apt,54,2,143,2020-08-11,1.30,19,329
248537,Carregal Apartment,1302034,Maria De Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14765,-8.61876,Entire home/apt,65,3,230,2020-09-10,2.13,1,0
250828,Apartment historic centre of Porto,1300849,Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1464,-8.60216,Entire home/apt,60,1,127,2020-09-21,1.84,7,53
264087,Historical City Center Apartment,1385493,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.6217,Entire home/apt,45,3,279,2020-11-11,2.55,2,180
265819,PORTO CENTER APARTMENT - BEACH 2 KM,506925,Amália,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1605,-8.6327,Entire home/apt,49,3,93,2019-08-15,0.86,1,16
266970,The peacefulness of the countryside near Oporto,1399935,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11834,-8.54862,Entire home/apt,60,7,22,2020-09-02,0.25,2,238
270094,PortoFLAT Self contained studioflat,1377045,Chris,PORTO,Lordelo do Ouro e Massarelos,41.15906,-8.63666,Entire home/apt,40,3,42,2020-07-31,0.40,1,177
270965,Central Apartment in Porto,1418251,Júlia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15676,-8.60897,Entire home/apt,46,3,123,2020-01-02,1.17,1,364
273345,apartamento charme  baixa /pde Park SL3F,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14663,-8.60385,Entire home/apt,64,2,216,2020-03-11,2.06,19,358
278886,charming apartment in downtown 3 SL2F,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,64,2,260,2020-01-27,3.08,19,364
313017,Ribeira - Porto/ Duplex Apartment,1609420,João & Cristiana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14128,-8.61178,Entire home/apt,68,1,54,2017-05-24,0.51,1,0
313541,Casa da Torrinha,1612190,Carlos,PORTO,Lordelo do Ouro e Massarelos,41.15264,-8.62168,Entire home/apt,270,2,173,2020-08-28,1.94,1,352
317546,Shining view in the city heart,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14321,-8.61676,Entire home/apt,65,3,110,2020-03-09,1.19,9,0
322277,"Secluded mountain house, 50m River Paiva",1650486,Sandra,AROUCA,Alvarenga,40.96872,-8.164,Entire home/apt,150,2,23,2020-10-05,0.25,1,364
322467,Porto Luxury Suite,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,59,2,457,2020-09-20,4.71,5,365
366442,Portugal - Vila Do Conde! Location!,1850073,Jolene,VILA DO CONDE,Vila do Conde,41.36886,-8.75795,Entire home/apt,60,5,20,2020-02-28,0.22,1,0
366590,Shining view in the city heart 2,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.61667,Entire home/apt,55,3,32,2018-10-17,0.30,9,1
383641,Suite in the center of Oporto!,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,58,2,443,2020-02-08,4.31,5,365
386984,Fontielas Houses | House T1 with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17447,-8.35492,Entire home/apt,57,3,9,2019-08-31,0.13,3,0
393987,Old city! River View! Free Parking!,1969579,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14285,-8.6054,Entire home/apt,49,2,299,2020-09-20,2.89,1,364
399584,Rustic House,1994633,Elisa,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,140,3,122,2020-09-12,1.18,1,0
400097,3rd Studio,1997241,Solar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15389,-8.60342,Entire home/apt,40,3,66,2020-01-01,0.63,7,365
400129,Studio 3,1997241,Solar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1524,-8.60596,Entire home/apt,40,3,13,2020-01-03,0.13,7,365
400134,Studio 4,1997241,Solar,PORTO,Bonfim,41.15215,-8.60375,Entire home/apt,50,3,10,2018-09-02,0.11,7,365
403114,Blue Oporto Home River Front - Ribeira,2010935,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13888,-8.61497,Entire home/apt,110,1,131,2020-08-17,1.25,12,288
404688,Holiday Villa - Casa do Sobreiro,2016951,António Luís,GONDOMAR,Melres e Medas,41.07471,-8.41248,Entire home/apt,150,2,75,2020-08-17,0.82,1,357
424705,Shining view in the city heart 3,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61718,Entire home/apt,60,3,36,2019-10-18,0.34,9,322
429790,Just a 5minute walk from the beach!,2136541,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20043,-8.70667,Entire home/apt,35,2,106,2020-07-27,1.17,1,329
437772,Facing the sea and harbor boats,2174759,Patricia,VILA DO CONDE,Vila do Conde,41.37035,-8.762,Entire home/apt,29,2,61,2021-01-08,0.59,1,222
450872,TPC - Charm Flat - Ribeira/Porto Downtown,2238886,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14225,-8.61316,Entire home/apt,20,2,331,2020-12-07,3.18,1,364
485699,2min walk from beach - 20min from Porto City,2404540,Marco,VILA DO CONDE,Vila do Conde,41.34521,-8.7508,Entire home/apt,80,3,20,2020-07-12,0.24,1,362
486268,Solar Piedade - FANTASTIC 5 bedroom villa,2406517,Hélder,VALONGO,Alfena,41.23578,-8.52927,Entire home/apt,169,3,26,2020-09-03,0.33,1,317
487653,Charming Apartment near the Beach  (34512/AL),2413031,Gabriela,VILA DO CONDE,Vila do Conde,41.35115,-8.74867,Entire home/apt,80,2,39,2020-08-01,0.56,1,365
496647,Shining view in the city heart 4,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1441,-8.61759,Entire home/apt,55,3,9,2020-03-09,0.09,9,319
502059,Home in the geographic center Porto,2477477,Monica,PORTO,Ramalde,41.16693,-8.63799,Private room,45,1,244,2018-09-11,2.33,1,365
518534,DOURO Apartments - RIVERTOP,1675750,Douro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,71,1,292,2020-10-25,2.80,18,75
530311,Apartment near to Port Wine Cellars,2604677,Adelino,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13501,-8.61047,Entire home/apt,80,3,155,2020-03-10,1.52,1,0
538055,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15061,-8.62086,Private room,100,1,0,,,11,0
538059,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.62109,Private room,80,1,1,2019-10-16,0.07,11,277
538061,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14921,-8.61951,Private room,70,1,0,,,11,335
538062,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.61974,Private room,100,1,0,,,11,322
538064,PENSAO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.62093,Private room,90,1,0,,,11,331
538066,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61969,Private room,70,1,1,2019-06-09,0.05,11,0
538069,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.62127,Private room,70,1,0,,,11,112
563465,Peace and quiet,2770848,Tania,VALONGO,Ermesinde,41.2234,-8.54421,Private room,65,7,0,,,1,0
565255,Oporto Center Private Room1,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,39,2,250,2020-03-15,2.42,3,363
571382,Porto Leça Beach Flat in Matosinhos,2812007,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1898,-8.6983,Entire home/apt,39,2,197,2020-10-22,2.01,6,0
577242,Big House Near Porto and beachs,2838878,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02448,-8.53994,Entire home/apt,100,5,53,2020-10-14,0.54,1,212
579745,Airy & Modern Beachfront Apartment,2851799,Maria C,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15384,-8.67886,Entire home/apt,75,2,263,2021-01-01,2.55,1,314
581356,"Toc Toc Studio, Fun Bijou Retreat in a Historic Building",2712090,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,55,2,404,2020-09-29,3.92,2,355
581402,Big private bedroom with private WC,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,35,2019-07-31,0.34,7,0
582405,Minimalist House T3 downtown Porto,2868260,Henrique,PORTO,Bonfim,41.15819,-8.60128,Entire home/apt,40,3,136,2020-03-11,1.35,2,220
590448,Duplex  Casa Romantica  secluded  in city center,495191,Isabel,PORTO,Bonfim,41.15147,-8.59746,Entire home/apt,144,120,42,2019-08-10,0.45,2,0
598806,Cozy T1 Appartment in Porto Center,2962322,Laetitia Morais,PORTO,Bonfim,41.14703,-8.59516,Entire home/apt,37,2,43,2020-09-12,0.42,1,89
600573,Cozy apartment close metro & beach,2969815,Salomé,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18091,-8.68034,Entire home/apt,59,3,35,2020-11-13,0.38,2,237
604702,Casa da Paz | Clean&Safe Vintage House with garden,2993425,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,70,2,305,2020-08-10,2.99,1,319
605605,3 Room Luxury Apartment in City Centre - nr96,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35313,-8.74471,Entire home/apt,55,2,13,2019-05-17,0.17,2,323
608281,OPO Trindade Tower East,2006314,OPO Trindade,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15286,-8.6069,Entire home/apt,197,2,69,2019-12-02,0.67,2,340
609453,Porto center-Priv. room w/ WC&WI-FI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,73,2019-09-21,0.72,7,0
609455,Double room ensuite in the center,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,63,2019-09-21,0.61,7,0
613792,"Porto, estúdio florido numa praia famosa",3043794,Armando,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,24,3,60,2020-10-29,0.61,4,365
619218,Kitchnette Studio in Porto's Downtown,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,29,2,396,2020-10-21,3.87,5,358
620462,"""Porto Ribeira Moments"" apartment",3074362,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,49,2,132,2020-08-16,2.36,1,345
620628,Cedofeita Downtown | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,56,2,314,2020-09-11,3.07,8,292
621663,3 Room Luxury Apartment in City Centre - nr98,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35519,-8.74315,Entire home/apt,55,2,4,2018-04-02,0.04,2,335
621980,Kitchnette Studio in Porto's Downtown II,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,25,2,418,2020-10-19,4.07,5,359
627273,Red Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14125,-8.61477,Entire home/apt,85,1,299,2021-01-14,2.93,12,0
628004,Purple Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14076,-8.61612,Entire home/apt,110,1,189,2020-08-23,1.86,12,256
628606,Downtown Apartamento,3122657,Sevenwindows,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15587,-8.60825,Entire home/apt,35,2,128,2020-04-05,1.25,1,364
631014,A Formosa 4 - Private balcony room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14907,-8.60905,Private room,18,2,70,2020-03-07,0.70,6,0
640344,Casa da Belavista 2 - Foz Velha- Porto,3197326,Luiz,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,65,2,12,2020-07-18,0.15,2,183
657151,nice private room,3033776,Sérgio Bruno,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12203,-8.60694,Private room,19,1,8,2015-09-04,0.08,1,365
659341,River&Bridges apartments 1 in Porto,3326280,Lurdes,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13532,-8.6077,Entire home/apt,40,2,451,2020-10-23,4.53,2,260
663607,apartment 10min walking to downtown,3284341,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.63211,Entire home/apt,56,4,40,2019-09-14,0.43,1,178
681306,Modern Flat with Patio in Historic Jewish Quarter,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.61583,Entire home/apt,110,1,185,2020-08-24,1.82,4,289
681307,PentHousepartment in a Central Building,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14318,-8.61612,Entire home/apt,143,1,198,2020-03-15,2.40,4,251
691479,Apartreboleira. Terrace with a view,3534864,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14094,-8.61659,Entire home/apt,110,2,356,2020-10-21,3.52,1,0
692042,DOURO Apartments - RIVERTOPview,1675750,Douro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,66,1,141,2020-02-20,1.39,18,365
693426,Large flat @ the beach w/Sea view - Flowerstreet54,2714853,Cristina,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17473,-8.68521,Entire home/apt,83,4,52,2020-12-23,0.58,1,248
695656,Green Oporto Home River Front - Ribeira,2010935,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13899,-8.61608,Entire home/apt,100,1,24,2020-09-06,0.26,12,313
696324,Mouzinho 134 - Hist Center - Yellow,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,150,30,413,2020-02-25,4.15,9,209
703873,Sunny bedroom near the Douro river,3614742,Rui And Sergey,VILA NOVA DE GAIA,Oliveira do Douro,41.13179,-8.60276,Private room,21,2,105,2020-01-02,1.59,1,364
708484,"Little and nice inner room, Oporto",1736427,José António & Isabel,PORTO,Ramalde,41.17626,-8.62912,Private room,13,1,99,2020-03-15,1.50,1,0
710729,DOURO Apartments - RIVERSTUDIO,1675750,Douro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,40,1,70,2020-08-16,0.71,18,365
711159,PORTA33 I PORTO LOFT Downtown Historic Center,802361,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14582,-8.61239,Entire home/apt,25,2,573,2020-11-14,5.70,11,14
713596,Apartment Arca D`água with parking,2821843,Paulo,PORTO,Paranhos,41.16992,-8.60825,Entire home/apt,39,3,189,2020-08-24,1.91,1,343
727402,Porta 33 I Porto Apartment - Historic Center :),802361,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14417,-8.61133,Entire home/apt,25,10,520,2020-10-20,5.20,11,0
729328,Cozy Flat with AirCon near Port Wine Cellars,185492,Gabriela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13561,-8.62397,Entire home/apt,32,3,207,2021-01-04,2.08,3,359
735736,OPO.APT - Pateo Apartment 110-0,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,51,2,58,2019-12-09,0.69,7,343
736472,OPO.APT -  Art Déco Apartment 110-1,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,59,3,163,2020-09-06,1.66,7,365
738602,Clérigos Downtown - Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61272,Entire home/apt,86,2,324,2020-10-28,3.24,8,309
746214,Great room in Oporto's centre WIFI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,2,46,2019-05-02,0.48,7,0
748133,HEART OF THE CITY - SPACIOUS FLAT,3928878,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.61333,Entire home/apt,50,2,319,2020-08-15,3.72,1,0
748261,Penthouse Apartment T1,2589623,Rocha,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Private room,90,2,0,,,31,0
748374,Appartment T1 Deluxe * bnapartments Palácio,2589623,Rocha,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,44,2,1,2020-06-15,0.14,31,64
749496,Central House with garden,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Entire home/apt,240,2,205,2019-12-12,2.07,7,35
758709,Basic Studio With Top Location and Views . Carmo 1,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.61746,Entire home/apt,49,3,285,2020-09-14,2.91,7,364
759702,Basic Studio With Top Location . Carmo 2,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.61742,Entire home/apt,49,3,143,2020-03-14,1.45,7,364
764471,"OPORTO Downtown, Free Parking",4030159,Dalila,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1447,-8.60541,Entire home/apt,42,2,416,2020-12-30,4.19,1,353
769605,Studio in  Porto,3163699,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14283,-8.60787,Entire home/apt,48,2,33,2020-10-17,0.39,2,333
780430,"ExtendALL, PORTO Studio 1",4115877,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14195,-8.61844,Entire home/apt,52,2,20,2018-08-16,0.21,3,340
780538,"ExtendALL, PORTO Loft",4115877,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14008,-8.62086,Entire home/apt,68,2,42,2019-08-17,0.43,3,310
