id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
854050,VILLA SAVANNA CIUTADELLA DE MENORCA,4459815,Antonio,,Ciutadella de Menorca,40.00309,3.80649,Entire home/apt,450,7,9,2019-09-07,0.13,4,317
854051,VILLA SAVANNA Menorca,4459815,Antonio,,Ciutadella de Menorca,40.0025,3.80652,Entire home/apt,450,5,2,2016-09-19,0.03,4,317
864172,Menorca.Nice apartment with views. ,3571207,Gemma,,Es Mercadal,40.05232,4.10984,Entire home/apt,110,15,14,2018-07-18,0.16,1,313
877147,Loft en planta baja junto al puerto de Ciutadella,2914701,Francesc,,Ciutadella de Menorca,40.00094,3.83381,Entire home/apt,99,5,23,2019-09-10,0.28,3,325
877183,Estudio céntrico a un paso del casco antiguo,2914701,Francesc,,Ciutadella de Menorca,39.99795,3.84043,Entire home/apt,66,5,55,2019-10-29,0.64,3,296
920389,"House in the pine forest, Menorca",4690974,Enric,,Sant Lluís,39.83959,4.26124,Entire home/apt,270,3,4,2019-09-08,0.09,1,326
932244,"Camera con bagno privato - ""La rossa""",5013601,Alessandro,,Es Mercadal,40.00442,4.19521,Private room,57,5,89,2019-10-14,1.06,4,306
932315,"Camera con bagno privato - ""La verde""",5013601,Alessandro,,Es Mercadal,40.00474,4.19477,Private room,55,5,76,2019-10-14,0.90,4,315
954903,ALQUILO CASA CAMPO CON PISCINA ,5186207,Francisco,,Mahón,39.87657,4.26157,Entire home/apt,240,7,0,,,3,336
958828,MENORCAN ISLAND BEACH APARTMENT,5217925,"Balbisar,",,Es Mercadal,40.0345,4.1647,Entire home/apt,95,3,15,2019-07-28,0.21,1,314
959071,Apartamento con piscina a 50 m mar,5219222,Tano,,Ciutadella de Menorca,40.00141,3.80019,Entire home/apt,50,3,44,2019-06-11,0.53,6,334
965059,"""La Buganvilla"" Casa Independiente en Menorca",5261775,Soledad,,Sant Lluís,39.81885,4.24626,Entire home/apt,350,8,1,2019-08-10,0.09,1,332
967834,TOWN HOUSE WITH PRIVATE POOL,5719722,Roser,,Ciutadella de Menorca,39.99804,3.84306,Entire home/apt,113,2,89,2020-06-21,1.08,2,258
976380,Apartamento Binibeca Nou (E),5342587,Willy&Yago,,Sant Lluís,39.8204,4.2472,Entire home/apt,75,3,77,2020-06-22,0.88,3,74
976381,Apartamento Binibeca Nou (P),5342587,Willy&Yago,,Sant Lluís,39.82071,4.24785,Entire home/apt,69,3,63,2019-10-06,1.02,3,14
976386,Apartamento Binibeca Nou (C),5342587,Willy&Yago,,Sant Lluís,39.82108,4.24738,Entire home/apt,55,3,49,2020-06-12,0.79,3,61
994133,White Cottage 6,5460821,Joana,,Ciutadella de Menorca,39.94053,3.96061,Entire home/apt,52,3,46,2019-10-30,0.54,2,176
999469,Precioso apartamento de dos hab. en Calan Bosch,715601,Jose Luis,,Ciutadella de Menorca,39.92813,3.83165,Entire home/apt,60,1,8,2019-08-22,0.10,3,349
1029964,Casa Esmeralda A a 100mt dal mare,5667074,Daniele,,Es Mercadal,40.02464,4.18634,Entire home/apt,95,3,28,2020-06-01,0.47,2,239
1044166,Nice House swimming pool&sea views,5748807,Cristina,,Es Mercadal,40.0219,4.18067,Entire home/apt,215,4,14,2019-08-17,0.17,2,358
1051299,Seaside property in Binibeca,5787654,Laura,,Sant Lluís,39.81527,4.24737,Entire home/apt,126,4,15,2019-09-03,0.18,8,318
1052325,Es cucó. Ciutadella. Cap d’Artrutx,5794418,Silvia,,Ciutadella de Menorca,39.9299,3.82455,Entire home/apt,70,5,6,2019-08-24,0.07,2,345
1053577,Apartment for rent only 100m beach,5801428,Cosme,,Ciutadella de Menorca,40.00219,3.79922,Entire home/apt,125,7,13,2019-08-05,0.22,1,289
1054514,Private villa with pool & by sea,5787654,Laura,,Mahón,39.85053,4.17163,Entire home/apt,110,3,4,2020-01-21,0.06,8,312
1054742,"Casa Rockmorell / 10fullhouse, Cala Morell",5808369,Martin,,Ciutadella de Menorca,40.05278,3.88865,Entire home/apt,244,1,5,2019-09-08,0.07,4,54
1065016,"Casa Rockmorell / 6downstairs, Cala Morell",5808369,Martin,,Ciutadella de Menorca,40.05099,3.88868,Entire home/apt,125,5,5,2019-05-05,0.06,4,204
1074055,Fantastica casita delante del mar,4933352,Alba,,Sant Lluís,39.82896,4.21128,Entire home/apt,120,1,32,2019-09-15,0.38,1,337
1141365,Wonderful antic Villa.Perfect for family vacation!,6259147,Cristina,,Sant Lluís,39.84173,4.25724,Entire home/apt,360,4,22,2019-09-08,0.26,1,1
1162522,House in the centre of Ciutadella,6367744,Jose Ignacio,,Ciutadella de Menorca,40.00259,3.83603,Entire home/apt,70,1,87,2020-06-28,1.18,1,315
1208231,White Cottage 5,5460821,Joana,,Ciutadella de Menorca,39.9416,3.9601,Entire home/apt,52,3,49,2019-11-01,0.59,2,187
1211972,Sa Blanca. Impresionantes vistas,6653911,Aitor,,Es Mercadal,40.0543,4.05749,Entire home/apt,250,5,5,2019-08-27,0.10,1,335
1213474,Ground floor with garden and pool,6624193,Damián,,Es Mercadal,40.02167,4.17743,Entire home/apt,50,7,15,2019-09-09,0.18,1,1
1217315,Casita de campo en Menorca,6642744,Miquel,,Es Castell,39.85642,4.29542,Entire home/apt,98,5,35,2019-09-07,0.42,1,264
1225705,Villa Retama. Magnificent house,5145870,Jesus,,Es Mercadal,40.01368,4.18734,Entire home/apt,350,10,0,,,1,321
1229737,casa en primera linea de mar,6708412,Rentals,,Ciutadella de Menorca,39.99995,3.82949,Entire home/apt,100,3,75,2020-06-21,1.62,1,110
1230705,Bajo con piscina y jardin privado,6712383,Marta,,Ciutadella de Menorca,39.92834,3.83228,Entire home/apt,67,5,18,2019-10-01,0.29,1,329
1231968,"Casa con terraza, piscina y paddel",6718553,Mencia,,Ciutadella de Menorca,39.98473,3.83351,Entire home/apt,100,3,20,2019-09-08,0.24,1,321
1241701,"Beautiful villa with private pool, garden & forest",3399123,Eberhard&Aurélie@Es-Flats,,Es Mercadal,39.99728,4.15321,Entire home/apt,360,4,14,2019-08-20,0.23,1,0
1270058,BIG DISCOUNTS% - Villa Butron GOLF,6912161,"Joseba,",,Es Mercadal,40.02651,4.16603,Entire home/apt,700,7,36,2019-10-03,0.43,1,325
1326812,"Apartment in Cala en Forcat,Menorca",6960307,M Carmen,,Ciutadella de Menorca,39.99856,3.80075,Entire home/apt,200,5,13,2018-07-20,0.21,1,351
1333452,Villa Victoria,7232438,Victoria,,Ciutadella de Menorca,39.98391,3.83177,Entire home/apt,400,7,0,,,1,0
1335440,Alquilo habitación exterior.,7146172,Miguel Angel,,Ciutadella de Menorca,39.9967,3.83529,Private room,40,4,62,2019-10-15,0.73,1,293
1348388,Farmhouse whit pool in Menorca,7315793,Maria,,Alaior,39.92091,4.14814,Entire home/apt,67,4,63,2019-11-04,0.76,1,71
1361929,Exclusive apartment with sea views,2847217,Sara,,Ciutadella de Menorca,39.99912,3.79746,Entire home/apt,105,5,38,2017-09-16,0.45,1,241
1384034,Espectacular casa en el centro de la isla.,7492178,Jaume,,Es Mercadal,39.98769,4.09219,Entire home/apt,125,3,7,2019-12-17,0.14,1,318
1393001,Muy ACOGEDOR a 3 min. Puerto MAHÓN,5537536,LiViNGmaó,,Mahón,39.88779,4.26927,Entire home/apt,85,2,83,2020-03-15,0.99,5,321
1405695,Chalet en primera linea del mar,7584934,Luz,,Ciutadella de Menorca,39.99359,3.83394,Entire home/apt,315,5,6,2018-08-12,0.07,1,317
1437085,ENJOY  MINORCA'S BEACHES,2540372,Antonio,,Ciutadella de Menorca,40.00092,3.83101,Entire home/apt,100,5,2,2019-02-06,0.09,1,331
1441001,CHALET CERCA DE LA PLAYA,7738154,Jose,,Ciutadella de Menorca,39.92807,3.84113,Entire home/apt,100,6,15,2019-08-31,0.20,1,56
1448995, Casa moderna en villa jamaica,7776638,Guillermo,,Es Mercadal,40.03938,4.12157,Entire home/apt,200,6,6,2019-09-07,0.08,2,328
1456834,Apartamento cerca del mar ET-2037-ME,7813206,Juan Miguel,,Ciutadella de Menorca,40.0009,3.80302,Entire home/apt,35,4,78,2019-10-12,1.07,3,279
1475484,Fonduco Blue,7896642,Anja,,Es Castell,39.88485,4.28054,Entire home/apt,357,7,40,2019-11-01,0.80,4,341
1485806,Casa rural con encanto en San Luis,7925781,Judiht,,Sant Lluís,39.84726,4.26435,Entire home/apt,110,3,80,2019-10-29,0.96,1,315
1495694,PRIVATE POOL. FREE WIFI. SMART TV.VILLA FRANCISCA,7994722,Mateu,,Ciutadella de Menorca,39.98354,3.839,Entire home/apt,310,5,2,2018-07-31,0.06,1,343
1498723,Duplex menorca primera linea de mar,7948628,Antonio,,Es Mercadal,40.04911,4.10719,Entire home/apt,190,3,22,2019-09-18,0.26,1,20
1502277,Villa with superb views onto the bay. Internet.,7667004,Victoria,,Es Mercadal,40.05089,4.12616,Entire home/apt,430,6,6,2019-09-08,0.12,2,174
1531842,"5 Bed Villa by Beaches, Menorca",8170828,David,,Es Mercadal,40.05009,4.06252,Entire home/apt,109,4,45,2019-10-13,0.60,1,305
1555091,RISSAGA,8279288,Aparholidays,,Ciutadella de Menorca,39.9292,3.82411,Entire home/apt,66,3,32,2019-10-05,0.43,12,113
1555637,TRAMUNTANA,8279288,Aparholidays,,Ciutadella de Menorca,39.92917,3.82412,Entire home/apt,66,5,20,2019-10-29,0.27,12,339
1565297,"Na Joanassa, the Endemic House",1982567,Joanassa,,Es Mercadal,40.03285,4.19082,Entire home/apt,145,5,19,2020-02-25,0.31,1,306
1576952,Apartamento vistas al mar Les Pérgoles Son Parc,8382500,Salvador,,Es Mercadal,40.03177,4.16592,Entire home/apt,70,7,18,2019-08-16,0.30,2,202
1577084,Apartment Ses Amfores Son Parc,8382500,Salvador,,Es Mercadal,40.03212,4.16447,Entire home/apt,65,7,30,2019-09-27,0.42,2,321
1584877,Sea view penthouse in Calan Porter,8443770,Jose Antonio,,Alaior,39.86886,4.1343,Entire home/apt,80,3,35,2019-09-05,0.57,1,338
1627620,Nice Villa @ Ciutadella of Menorca,8135790,Sita,,Ciutadella de Menorca,39.9989,3.82714,Entire home/apt,400,6,26,2019-08-24,0.35,1,75
1644848,Villa in a very peaceful area,8729045,Alejandra,,Es Mercadal,40.02683,4.18606,Entire home/apt,214,12,1,2014-08-30,0.01,1,303
1653639,Cala Turqueta : in country-house.,8768816,José Luis,,Ciutadella de Menorca,39.97428,3.90354,Private room,31,1,119,2019-09-30,1.60,6,327
1657975,Simple and renovated Menorcan house,4256528,Daniel,,Ciutadella de Menorca,39.95448,3.84443,Entire home/apt,100,3,61,2020-06-21,1.03,2,315
1684947,Very nice and comfortable apartment,8908193,Beatriz,,Es Castell,39.87791,4.29064,Entire home/apt,50,2,74,2020-03-12,1.02,1,298
1688437,APTO ENTRE DOS BONITAS CALAS.......,8923234,Miren,,Ciutadella de Menorca,40.00113,3.8047,Entire home/apt,78,3,73,2019-10-14,0.96,1,299
1705950,Charming house in Old Town,9003615,Clara Y Ferran,,Ciutadella de Menorca,40.00027,3.83811,Entire home/apt,97,3,55,2019-10-26,0.75,1,123
1757585,Your cozy 3BD to enjoy Menorca!,9241543,Angelo,,Mahón,39.89351,4.25472,Entire home/apt,99,4,37,2019-09-11,0.52,1,265
1786152,Habitación de Silencio,9355051,Catalina,,Ciutadella de Menorca,40.02814,3.87648,Private room,75,1,40,2019-08-28,0.56,1,45
1790066,Menorcan Villa with exclusive Pool,9392971,Cris&David,,Mahón,39.86769,4.24225,Entire home/apt,520,7,10,2019-09-10,0.21,4,172
1863063,Apart.  con aire acondicionado al lado de la playa,5716533,Marea Costa Sur,,Ciutadella de Menorca,39.92686,3.84073,Entire home/apt,42,4,12,2019-09-19,0.47,7,105
1867067,Chalet Cala Santandria Menorca,9677271,Antonio,,Ciutadella de Menorca,39.97528,3.84433,Entire home/apt,100,5,1,2019-08-31,0.10,5,36
1867565,Villa Cala Morell con piscina,9677271,Antonio,,Ciutadella de Menorca,40.0547,3.88989,Entire home/apt,100,5,10,2019-09-15,0.14,5,25
1935527,"Villa with pool ""Mig Coster""",10015269,Javier,,Sant Lluís,39.8401,4.23959,Entire home/apt,205,7,1,2018-07-21,0.04,2,287
1935592,"Villa with pool ""Los Olivos""",10015269,Javier,,Sant Lluís,39.84228,4.24417,Entire home/apt,203,7,3,2019-08-27,0.26,2,302
1948098,"Casa Rockmorell / 4upstairs, Cala Morell",5808369,Martin,,Ciutadella de Menorca,40.05251,3.89033,Entire home/apt,99,2,11,2019-09-11,0.22,4,293
2024297,"Villa S Illiot, Son Bou, Menorca",3533438,The Freelance-Holidays  Team,,Alaior,39.9091,4.06893,Entire home/apt,99,5,2,2019-06-20,0.14,10,61
2064583,Menorca Breathtaking views,5582678,Pat,,Mahón,39.84559,4.17251,Entire home/apt,187,4,15,2019-09-29,0.26,2,283
2065493,Nice apartment in Ciutadella with countryview,10566506,Susana,,Ciutadella de Menorca,40.00289,3.84983,Entire home/apt,48,30,37,2017-09-22,0.51,2,272
2066173, Ático de 2 hab con vistas al campo,10566506,Susana,,Ciutadella de Menorca,40.00311,3.84962,Entire home/apt,70,30,3,2014-09-05,0.04,2,306
2129587,Heated Pool  - great Kitchen,7845044,Jan,,Mahón,39.93985,4.24989,Entire home/apt,480,7,14,2018-08-19,0.29,1,304
2179832,Cala Macarelleta: in country-house.,8768816,José Luis,,Ciutadella de Menorca,39.97596,3.90538,Private room,31,1,127,2019-11-04,1.69,6,292
2184309,Cala Macarella : in country-house.,8768816,José Luis,,Ciutadella de Menorca,39.97453,3.90353,Private room,31,1,108,2019-10-16,1.45,6,320
2205672,Playas Son Saura: in country-house.,8768816,José Luis,,Ciutadella de Menorca,39.97421,3.905,Private room,31,1,70,2019-10-06,0.96,6,320
2205732,Cala Es Talaier : in country-house.,8768816,José Luis,,Ciutadella de Menorca,39.97422,3.90559,Private room,31,1,112,2019-11-03,1.47,6,317
2234973,"Apartment with Pool, Close to Beach",3454852,Jeff,,Alaior,39.8731,4.13454,Entire home/apt,40,3,35,2019-10-07,0.49,2,332
2240934,Apartment en Son Bou Playa - Menorca -Wi-Fi gratis,11439179,Juan,,Alaior,39.90201,4.0723,Entire home/apt,125,5,16,2019-09-15,0.27,2,328
2260658,Piso - Apartamento residencial,11439179,Juan,,Alaior,39.93391,4.14498,Entire home/apt,110,7,0,,,2,182
2266438,Villa fantastica fino a 12 persone,11572905,Arianna,,Sant Lluís,39.81551,4.24978,Entire home/apt,600,3,25,2019-10-20,0.35,1,311
2270324,VILLA ALTO STANDING,11593581,Natalia,,Ciutadella de Menorca,39.98588,3.84455,Entire home/apt,180,4,16,2019-09-29,0.22,1,64
2311971,"Beach apartment, sea view",5787654,Laura,,Mahón,39.90987,4.28745,Entire home/apt,70,3,47,2019-10-14,0.62,8,318
2324751,AGROTURISMO BARRANCO 1,6277707,Manuela,,Ferreries,39.95738,3.99222,Private room,85,1,6,2019-09-09,0.10,3,1
2338789,Menorca Spain apartment seaviews and relax,11945059,Andrea,,Es Mercadal,40.00926,4.18649,Entire home/apt,70,7,25,2019-09-07,0.34,1,292
2343714,MENORCA - CAP D'EN FONT,11968759,Casabo Cartera,,Sant Lluís,39.82807,4.2073,Entire home/apt,330,4,29,2019-09-28,0.47,2,73
2367382,150m FROM THE BEACH CHARM HOUSE+GARDEN 2 to7 pers.,12094357,Marion,,Ciutadella de Menorca,39.97576,3.8423,Entire home/apt,100,7,10,2019-10-20,0.14,1,0
2371963,Alojamiento con encanto,12116708,Mila,,Sant Lluís,39.82213,4.23172,Entire home/apt,175,3,20,2019-07-21,0.27,1,241
2376077,Charming Fisherman´s house,6518672,Victoria,,Es Mercadal,40.05716,4.13081,Entire home/apt,250,3,8,2019-06-01,0.14,1,329
2391746,"LOFT - ESTUDIO, Mahón. 3 min.PUERTO",5537536,LiViNGmaó,,Mahón,39.88913,4.26717,Entire home/apt,90,2,56,2019-10-03,0.77,5,333
2395474,Cosy 3 bedroom apartment in Menorca,744681,Alfons &,,Es Mercadal,40.02299,4.16152,Entire home/apt,60,6,63,2019-09-28,0.88,1,314
2400137,"Exceptional rustic, cozy and spacious farm",12264018,Paz,,Ferreries,39.9859,4.05111,Entire home/apt,59,2,103,2019-10-22,1.44,1,94
2411327,Apartamento en Playa de Son Bou,12323549,Maria Gracia,,Alaior,39.90222,4.07383,Entire home/apt,35,2,171,2020-03-12,2.26,1,286
2464920,SON BOU GARDENS PALM,12604465,Catalina,,Alaior,39.90384,4.07168,Entire home/apt,65,5,28,2019-09-18,0.39,2,105
2465312,ARENAL D'EN CASTELL - SES CASETES,12604465,Catalina,,Es Mercadal,40.02073,4.18324,Entire home/apt,65,6,22,2019-09-17,0.36,2,137
2476704,"Villa with pool, garden and WIFI located 6 km from the sea in La Argentina",5558099,Anna&Marga,,Alaior,39.91716,4.17283,Entire home/apt,165,5,14,2019-08-30,0.23,4,1
2477125,Camera con cucina e bagno privato - estudio,5013601,Alessandro,,Es Mercadal,40.00532,4.19466,Private room,55,5,35,2020-01-10,0.49,4,312
2493327,Apartamento a 50metros del mar,12761008,Conxa,,Ciutadella de Menorca,39.92571,3.82163,Entire home/apt,80,3,55,2019-09-30,0.74,1,59
2506888,Rural House from early XX century,12831578,Ana,,Ciutadella de Menorca,39.94765,3.86456,Entire home/apt,89,32,28,2019-07-28,0.39,1,254
2529361,Sunny apartment by the pool,12952506,Peter,,Alaior,39.87214,4.13447,Entire home/apt,130,7,36,2019-10-25,0.49,2,78
2534105,sauba,12978452,Isa,,Es Mercadal,40.02486,4.18607,Entire home/apt,90,6,6,2019-07-27,0.08,1,243
2542141,"Chalet zona rústica, 3km Ciutadella",13017340,Rosa,,Ciutadella de Menorca,39.96272,3.84304,Entire home/apt,90,6,30,2019-09-30,0.41,1,306
2551723,Moderno Apartamento en Ciutadella,12482359,Chic Renting,,Ciutadella de Menorca,39.9955,3.83068,Entire home/apt,80,5,24,2019-08-24,0.39,18,347
2568586,Apto. en Cala Blanca(Ciutadella),13151512,Antonia,,Ciutadella de Menorca,39.96668,3.83538,Entire home/apt,60,5,13,2017-08-15,0.18,1,1
2581953,Villa 3 dormitonios piscina privada,13221699,Antonio,,Sant Lluís,39.8225,4.23307,Entire home/apt,110,5,9,2019-08-10,0.14,3,11
2588633,Villa Caterina - Punta Prima,13024728,Menorca Habitat,,Sant Lluís,39.81735,4.27983,Entire home/apt,3504,7,1,2017-09-27,0.03,32,237
2624751,bonita casa de campo con piscina,13395301,Nadia,,Ciutadella de Menorca,39.99501,3.85625,Entire home/apt,170,7,10,2018-09-03,0.17,1,287
2630492,APTO DE 1 HAB. IDEAL VACACIONES,13474150,Daniel,,Ciutadella de Menorca,39.92928,3.83213,Entire home/apt,110,20,17,2020-03-05,0.28,2,337
2638498,BONITO Y PRÁCTICO APARTAMENTO EN CALA BLANCA,13511802,Maria,,Ciutadella de Menorca,39.97627,3.83435,Entire home/apt,55,5,39,2019-09-17,0.54,1,234
2638681,Chalet con piscina privada,3303716,Mª Esperanza,,Ciutadella de Menorca,39.9433,3.96071,Entire home/apt,100,5,77,2019-10-27,1.28,1,0
2680844,Fantástica habitación individual,13725833,Isabel,,Ciutadella de Menorca,39.9997,3.84058,Private room,35,2,107,2019-09-17,1.43,1,309
2697452,REFUGIO EN MENORCA,11695412,Andrea,,Es Mercadal,40.05242,4.11138,Entire home/apt,100,3,28,2019-08-23,0.39,1,336
2709082,Apartamento en Cala'N Bosch,13863594,Domènec,,Ciutadella de Menorca,39.92778,3.83078,Entire home/apt,130,7,14,2019-09-02,0.20,1,337
2722356,Nature et tranquillité,13066992,Costantina,,Alaior,39.90317,4.07737,Private room,60,6,4,2018-07-15,0.11,2,0
2727906,Son Rosas Farmhouse,8337992,Natasha,,Ciutadella de Menorca,40.00391,3.88314,Entire home/apt,450,4,13,2018-08-06,0.18,1,91
2744556,chalet unifamiliar ideal con niños,13760720,Xisca,,Ciutadella de Menorca,40.00276,3.80774,Entire home/apt,90,5,33,2019-09-22,0.45,1,107
2744936,Casa Lucia,14042580,Lucia,,Mahón,39.85037,4.17089,Entire home/apt,490,7,21,2019-08-18,0.29,1,211
2788836,Casita de pueblo.,11472898,Eva,,Ferreries,39.98296,4.01028,Entire home/apt,46,2,191,2020-02-23,2.61,3,307
2834042,Apart. con piscina cerca del mar,5219222,Tano,,Ciutadella de Menorca,40.00332,3.79938,Entire home/apt,50,3,12,2019-09-28,0.34,6,251
2841216,Cute 2 bedroom Apartment by Santandria (Ciudadela),14505212,Nuria,,Ciutadella de Menorca,39.97527,3.84161,Entire home/apt,46,32,11,2017-09-02,0.15,1,359
2851556,Bonita casa de campo,14581346,Gibet,,Ciutadella de Menorca,40.02396,3.81428,Private room,50,1,86,2019-10-01,1.18,1,318
2853578,STARBAL CHALET,14589109,Diego,,Es Castell,39.88068,4.28015,Private room,65,1,107,2019-11-03,1.47,6,224
2874410,APART 2HABT ¡CONSULTAR OFERTAS!,13474150,Daniel,,Ciutadella de Menorca,39.93073,3.83222,Entire home/apt,125,20,9,2019-10-01,0.15,2,242
2876530,VILLA PARAISO with see views,2870531,Virginia,,Es Migjorn Gran,39.91754,4.03896,Entire home/apt,285,5,1,2015-10-18,0.02,5,143
2877983,bonito duplex,14710172,Ivan,,Ciutadella de Menorca,39.99722,3.82936,Entire home/apt,50,60,7,2018-08-27,0.10,1,327
2881869,Charming Apartment,14728402,Dolors,,Ciutadella de Menorca,39.94319,3.96172,Entire home/apt,55,3,6,2019-09-06,0.51,1,307
2885966,House with superb sea views,14748814,Eulalia,,Sant Lluís,39.83878,4.29968,Entire home/apt,100,3,33,2019-09-09,0.46,1,38
2891919,Nice apartment in Binisafua.,14780477,Maria,,Sant Lluís,39.82975,4.21326,Entire home/apt,45,3,102,2020-03-12,1.38,1,284
2907505,Tipica casa menorquina en S.Climent,14853869,Joana,,Mahón,39.87288,4.2099,Entire home/apt,180,6,16,2019-09-11,0.23,1,297
2930085,Apartamento cerca de la playa,11992603,Josep,,Es Mercadal,40.02169,4.17916,Entire home/apt,70,5,38,2019-09-13,0.53,1,311
