id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
197677,Oshiage Holiday Apartment,964081,Yoshimi & Marek,,Sumida Ku,35.71721,139.82596,Entire home/apt,11000,3,165,2020-03-04,1.47,1,328
776070,Kero-kero house room 1,801494,Kotaro Kei And Litte Miya,,Kita Ku,35.73844,139.76917,Private room,7284,3,228,2020-01-18,2.34,1,180
899003,"Classy room @Shinjuku, Takadanoba",4799233,Yu,,Shinjuku Ku,35.70865,139.69681,Entire home/apt,5200,30,93,2019-11-25,0.98,2,180
1016831,WOMAN ONLY LICENSED ! Cosy & Cat behnd Shibuya,5596383,Wakana,,Setagaya Ku,35.65833,139.67153,Private room,17000,1,211,2020-03-16,2.26,1,139
1033276,private room @Senju area,5686404,Yukiko,,Adachi Ku,35.74253,139.7973,Private room,30000,1,72,2018-06-17,0.78,2,270
1096292,Home stay with a Japanese language teacher family.,6018145,Mari,,Shinjuku Ku,35.69098,139.70618,Private room,6244,1,252,2020-10-29,2.87,4,346
1196177,Stay with host Cozy private room Senju area,5686404,Yukiko,,Adachi Ku,35.74409,139.79895,Private room,3000,2,95,2020-03-17,1.07,2,89
1249571,Unique stay! New&1min to the subway,6809418,Yume,,Shibuya Ku,35.65111,139.72165,Entire home/apt,25000,4,101,2020-08-20,1.15,1,1
1263000,SHIBUYA 7 MINS  AMAZING HOST（for woman only）,6876728,Haruko,,Setagaya Ku,35.60682,139.67629,Private room,10000,3,185,2019-12-31,2.05,1,92
1298200,Pine House 2 Bed Room + 2 Toilets,6606987,K & N,,Katsushika Ku,35.7385,139.85167,Entire home/apt,11000,3,339,2020-03-13,3.75,2,18
1306664,3rd floor penthouse @ heart of TKO,7103955,Masaharu,,Shinjuku Ku,35.70099,139.74012,Entire home/apt,27086,3,162,2020-03-20,1.87,2,0
1394124,Renewal! Solar power/Car space/near to park,5710367,David,,Meguro Ku,35.62198,139.69987,Entire home/apt,22571,2,222,2020-08-29,2.49,1,146
1394409,Room in Mejiro/Ikebukuro (2 of 3),7537357,Yayoi,,Toshima Ku,35.72597,139.7016,Private room,4000,3,225,2019-12-01,2.56,2,87
1394737,Room in Mejiro/Ikebukuro (3 of 3),7537357,Yayoi,,Toshima Ku,35.72607,139.70363,Private room,4000,3,220,2020-01-05,2.48,2,346
1441639,Wahuu Style APT + Free Portable Wi-Fi,7740848,K Family,,Katsushika Ku,35.73626,139.85024,Entire home/apt,9500,3,304,2020-03-09,3.41,7,27
1526132,Shinjuku Sharehouse Private Tatami room  8F,8142772,Min & Haru,,Shinjuku Ku,35.69857,139.704,Private room,6409,2,156,2020-02-26,1.77,13,276
1544970,Shinjuku Sharehouse Private Tatami room & Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70432,Private room,6409,2,130,2020-02-11,1.48,13,0
1571298,Shinjuku ShareHouse Dormitory5  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Shared room,4551,2,168,2020-03-12,1.91,13,276
1574946,Shinjuku ShareHouse Dormitory6  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,4551,2,141,2020-03-02,1.61,13,0
1600454,"cute room, safty residential area in west-Tokyo",8529477,Mari ,,Setagaya Ku,35.65918,139.61021,Private room,3300,2,42,2020-03-17,0.49,2,0
1600758,Enjoy a unique house in a green residential area!,8529477,Mari ,,Setagaya Ku,35.6591,139.61036,Private room,3300,2,13,2019-12-15,0.45,2,0
1754294,Home stay with a Japanese language teacher family,6018145,Mari,,Shinjuku Ku,35.69279,139.70929,Private room,6244,1,247,2020-09-18,2.85,4,364
1868030,30sec Sta.nearSUMO AKB Shinjuku AB,8660693,Soichi,,Koto Ku,35.69031,139.81424,Private room,2014,30,115,2020-07-02,1.50,8,181
1919541,share house 'Miraie' @JR Osaki,9951050,Takashi&Li,,Shinagawa Ku,35.61626,139.72338,Private room,7000,2,227,2020-03-16,2.65,1,181
2027932,"Roppongi Villa,7min/ROPPONGIstatn.",10415965,Azabu,,Minato Ku,35.65628,139.72586,Entire home/apt,68929,3,170,2020-06-05,2.01,3,24
2075509,Stunning home in central Tokyo,11046932,The Dawson Family,,Minato Ku,35.65008,139.73337,Entire home/apt,101471,14,240,2020-02-24,2.87,1,289
2098806,New Red Apart in Shimokitazawa!!,10705201,D'S Airbnb,,Shibuya Ku,35.68523,139.69758,Entire home/apt,13429,2,235,2020-11-14,2.84,3,73
2129583,"Blissful Retreat near Shinjuk, Koenji, Shimokita!",9203725,Memz And Taki,,Suginami Ku,35.67273,139.65974,Entire home/apt,12000,1,9,2020-07-15,0.12,5,365
2219300,＊C＊Tranquil Studio with Loft&WIFI near Shinjuku !,9203725,Memz And Taki,,Suginami Ku,35.67273,139.65974,Entire home/apt,12000,1,16,2020-02-25,0.23,5,358
2238472,Spacious! Shibuya House w/Garden,11430874,Kako & Keiko,,Shibuya Ku,35.67069,139.68388,Private room,27000,1,157,2020-05-08,1.93,1,308
2262879,30sec Sta. AKB Shinjuku Shibuya 206,8660693,Soichi,,Koto Ku,35.689,139.81543,Private room,2200,30,42,2020-03-02,0.67,8,89
2289698,BEST for 2ppl@Shinjuku Takadanobaba,4799233,Yu,,Shinjuku Ku,35.70803,139.69822,Entire home/apt,4000,30,73,2020-02-14,0.88,2,137
2491507,Shinjuku Sharehouse Private Tatami Room III 8F,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Private room,6409,2,82,2019-11-28,1.01,13,0
2602722,Shinjuku ShareHouse Dormitory2  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,4551,2,158,2020-01-25,1.95,13,276
2602791,Shinjuku ShareHouse Dormitory1  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70435,Shared room,4551,2,71,2020-01-01,0.88,13,276
2642449,S206 30sec Sta. AKB Shinjuku Shibuya,8660693,Soichi,,Koto Ku,35.69091,139.81427,Private room,2200,30,73,2020-05-01,0.96,8,89
2645379,Shinjuku ShareHouse Dormitory4  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,4551,2,73,2019-11-05,0.90,13,275
2661155,30sec Sta.nearSUMO AKB Shinjuku,8660693,Soichi,,Koto Ku,35.69067,139.8154,Private room,2500,30,90,2019-05-07,1.11,8,269
2803972,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.70477,139.37874,Entire home/apt,4153,3,29,2020-11-28,0.39,2,83
2839061,Work desk/Central TKO/Discover local life&culture,4839990,Toshiyuki,,Bunkyo Ku,35.72175,139.76309,Private room,5000,4,75,2020-03-16,1.14,1,88
2867835,Lively town flat for family stay,9360394,Vann Amor,,Adachi Ku,35.79273,139.79121,Entire home/apt,13000,7,6,2019-05-21,0.09,3,0
2883497,東京下町生活,6969809,Kota,,Taito Ku,35.72229,139.77859,Entire home/apt,22000,1,253,2020-03-16,3.22,2,349
2883869,Comfy Studio with Lovely balcony,9360394,Vann Amor,,Adachi Ku,35.79302,139.79263,Entire home/apt,6729,7,4,2020-01-03,0.06,3,83
3021731,Cozy room in the City,15397951,Kay,,Toshima Ku,35.72276,139.69074,Private room,5500,50,111,2020-02-29,1.46,3,364
3085134,"""HirooHouse"",3Rm, 6 guests, 2minWalk/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.65117,139.72026,Entire home/apt,27757,3,118,2020-06-20,1.51,3,0
3177109,"Couple's Retreat, Mid-century Modern Oasis",16110809,Colleen,,Shinjuku Ku,35.68821,139.71921,Entire home/apt,11447,30,115,2020-11-01,1.52,1,141
3235958,Experience normal Japan life 1,16241464,Kaori,,Itabashi Ku,35.78077,139.63209,Entire home/apt,4500,1,85,2020-02-11,1.14,2,0
3265059,Factory Roof-Top! +Portable Wi-Fi,6606987,K & N,,Katsushika Ku,35.73937,139.85173,Private room,5800,4,319,2020-02-24,4.06,2,8
3339222,Experience normal Japan life 2,16241464,Kaori,,Itabashi Ku,35.78116,139.63145,Entire home/apt,4500,1,49,2020-03-01,0.78,2,280
3364169,"PIC UP SRVC PROVIDED, 1 MINU TO GROCERY STORE",16973429,Hirano San,,Taito Ku,35.7223,139.80049,Entire home/apt,9000,5,125,2020-03-23,1.63,2,178
3366913,Beautiful and peaceful residence,15397951,Kay,,Shinjuku Ku,35.72147,139.69075,Private room,5000,50,100,2020-03-13,1.28,3,350
3372902,アジアンミックステイストの癒される空間,17018818,Miri,,Meguro Ku,35.61668,139.66757,Entire home/apt,6800,2,134,2020-10-01,1.74,1,324
3395524,Perfect room for student,15397951,Kay,,Shinjuku Ku,35.72258,139.69075,Private room,4500,50,64,2019-11-08,0.98,3,0
3409030,Bang For Your Buck!,17190614,Shu,,Shinjuku Ku,35.69639,139.70006,Private room,8000,7,158,2020-03-03,2.03,1,32
3514008,Seidokan ．experience the rich history of Japan!,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2500,1,233,2020-03-18,3.22,9,0
3563698,"Feel ""Belong Anywhere"" in Tokyo. 30min to Shinjuku",11583876,Ken,,Machida Shi,35.58911,139.48023,Entire home/apt,4100,3,96,2020-11-21,1.25,1,312
3572139,Modern Japanese house w/ garden,15514130,Tomo,,Toshima Ku,35.72873,139.7336,Entire home/apt,8729,3,159,2020-10-31,2.47,1,100
3606276,＊A＊Home WIFI! Tranquil Retreat+LOFT near Shinjuku!,9203725,Memz And Taki,,Suginami Ku,35.67276,139.65976,Private room,9000,1,4,2019-11-27,0.09,5,1
3689244,"Shibuya, near Harajuku 2BR (MDS2BR)",18776800,LiveinAsia,,Shibuya Ku,35.67205,139.67877,Entire home/apt,29857,6,13,2020-03-20,0.18,19,211
3716040,Like a Tokyo Local in Equipped 34㎡,5660134,Kengo,,Setagaya Ku,35.61869,139.66025,Entire home/apt,8000,2,31,2019-12-04,0.48,1,247
3744742,(3) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76105,139.716,Entire home/apt,2081,3,208,2020-09-25,2.79,6,292
3775528,SHIBUYA12min/Fancy&Warm house,19358663,Mikako,,Setagaya Ku,35.63059,139.63202,Private room,10406,1,83,2020-01-13,1.09,1,1
3793206,PRIVATE ROOM  JUST ME ONLY  II 10F with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70432,Private room,6266,2,209,2020-03-31,2.75,13,271
3793412,PRIVATE ROOM FAMILY OR FRIENDS 10F II,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70432,Private room,6409,2,71,2020-02-17,0.93,13,0
3814258,apartment hotel TASU TOCO,19611972,岩間,,Suginami Ku,35.7034,139.59892,Entire home/apt,7750,2,153,2020-10-14,2.05,3,260
3838856,SHINJUKU ★Designer Pencil House★ Sanitized,4626879,Sam,,Shibuya Ku,35.68245,139.69009,Entire home/apt,19072,1,170,2020-03-10,2.25,9,308
3845889,COZY LOFT BEDROOM　#106,19089769,Manami,,Suginami Ku,35.70559,139.65652,Entire home/apt,8500,3,96,2020-03-18,1.70,2,31
3846001,COZY LOFT BEDROOM #1,19089769,Manami,,Suginami Ku,35.70505,139.65675,Entire home/apt,8500,3,123,2020-03-07,1.63,2,57
3871442,Nishi-Ogikubo 1BR Twin Type-A (SSH1BRT-A) 2F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,12429,6,36,2020-02-02,0.49,19,165
3886601,"""Meiji House""4Room,8Guests,WIFI,2min/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.64974,139.72214,Entire home/apt,28834,3,130,2020-03-08,1.73,3,246
3920124,"Residential area, Peaceful Traditional House 2",20307199,Hotaka,,Higashimurayama Shi,35.76539,139.44681,Entire home/apt,5203,3,132,2020-03-10,1.94,3,299
3925416,【Itokiyoshi】Ningyo-cho 1min walk,20336856,Ito,,Chuo Ku,35.68577,139.78368,Entire home/apt,4000,1,110,2018-06-10,1.46,1,247
4026948,Near Shinagawa Shibuya Haneda,20878710,Daisuke,,Shinagawa Ku,35.6005,139.73452,Private room,4800,4,127,2019-12-31,1.70,1,14
4047596,「LICENSED」Enjoy Central Tokyo Yamanote Life,6504053,Bryan,,Shinagawa Ku,35.62633,139.7235,Entire home/apt,15000,2,196,2020-05-14,2.61,4,0
4050925,Airport transfer service&Asakusa traditional house,21004633,Yoshi,,Taito Ku,35.71648,139.79926,Entire home/apt,40000,1,478,2020-10-01,6.37,5,55
4141228,#211 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73639,139.63324,Entire home/apt,4371,3,72,2020-02-10,1.05,10,0
4255574,S203 30sec Sta.nearSUMO AKB Shinjuku2032,8660693,Soichi,,Koto Ku,35.6903,139.81397,Private room,2300,30,78,2019-08-09,1.05,8,365
4360718,(2) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta,19152993,Sei,,Kita Ku,35.76094,139.71652,Entire home/apt,4162,3,182,2020-03-09,2.49,6,192
4388283,Sunny room in residential area in 国分寺 1st Floor,10969488,Como,,Kokubunji Shi,35.70915,139.48057,Private room,2786,2,50,2020-06-10,0.70,3,40
4391546,2 BR walking distance to AZABU / ROPPONGI area!,22797910,Yuko,,Minato Ku,35.64828,139.73731,Entire home/apt,9586,30,51,2020-03-14,0.69,2,0
4396219,Nishi-Ogikubo 1BR Twin Type-B (SSH1BRT-B) 2F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,13214,6,27,2020-02-12,0.37,19,198
4396221,Nishi-Ogikubo 1BR Roomy (SSH1BRR) 5F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,16143,6,22,2020-03-01,0.32,19,211
4471946,Chic 2BR Zen House (5 min to Ueno/10 to Akihabara),23202702,Teruko,,Kita Ku,35.74576,139.75238,Entire home/apt,8000,7,96,2020-02-20,1.37,2,300
4495014,(6) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,2081,3,198,2020-01-22,2.76,6,0
4540924,"3persons Hino room #2, Shinjuku28min Shibuya38min",23416902,Naga,,Hino Shi,35.68484,139.39386,Entire home/apt,4200,5,35,2020-02-26,0.49,2,364
4606903,Reversible Destiny Lofts/for2people,23871736,Matsuda,,Mitaka Shi,35.68145,139.53738,Private room,20000,3,23,2020-01-02,0.42,2,0
4616579,Furnished Private Apt.213,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73379,139.63183,Entire home/apt,4371,3,73,2020-03-15,1.03,10,0
4673248,Reversible Destiny Lofts/for4people,23871736,Matsuda,,Mitaka Shi,35.68152,139.53841,Entire home/apt,22000,3,35,2020-01-03,0.50,2,0
4709339,Room in Central Tokyo!!!!,24339628,Taichiro,,Shinagawa Ku,35.59725,139.72744,Private room,8000,1,49,2020-01-08,0.68,4,118
4750169,4persons! Shinjuku30min Tokyo45min!,23416902,Naga,,Hino Shi,35.68441,139.39461,Entire home/apt,4000,5,44,2020-01-17,0.64,2,364
4813245,*NEW*TOKYO HOUSE group&family upto7 & carpark WIFI,9782688,Kevin,,Toshima Ku,35.73055,139.68657,Entire home/apt,14026,3,142,2020-07-03,2.02,5,292
4817291,56㎡ Let's go to Asakusa & Akihabara,23595333,Keiko,,Taito Ku,35.72779,139.78991,Entire home/apt,10000,2,267,2020-07-12,3.80,2,283
4825779,Japanese Modern Apt / 2 Stops to Shinjuku (#1),24812892,Mao,,Shibuya Ku,35.67719,139.67917,Entire home/apt,5000,1,225,2020-11-18,3.13,1,82
4827373,calm room-A  3min from Shinjuku by Subway,24026566,Kazu,,Nakano Ku,35.69138,139.67812,Private room,8200,1,196,2020-02-19,2.73,3,247
4849854,Cozy resort villa TAKAOSAN 高尾山,20251835,Hikari,,Hachioji Shi,35.63714,139.28565,Entire home/apt,12286,2,135,2020-09-21,1.87,1,341
4881595,Roppongi area(2~3bed) Narita 85 min.Haneda 30 min,32575084,Shie,,Minato Ku,35.64714,139.73633,Private room,5800,30,7,2019-05-06,0.12,3,181
4888140,(1) 5ppl 2bank beds 11mins Shinjuku. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76117,139.71597,Entire home/apt,4089,3,189,2020-06-30,2.69,6,278
4909611,J's APT 2 Bed Rooms + Free Portable Wi-Fi,7740848,K Family,,Katsushika Ku,35.73796,139.85163,Entire home/apt,11000,4,284,2020-08-23,3.98,7,19
4917347,Cedar APT  +  Free Pocket Wi-Fi,7740848,K Family,,Katsushika Ku,35.73601,139.85142,Entire home/apt,9000,3,267,2020-02-16,3.75,7,19
4925503,SHIBUYA SHINJUKU  Hatagaya Station 5 minutes#103,25370510,Mitsuko,,Shibuya Ku,35.68078,139.67729,Entire home/apt,3500,1,156,2020-11-29,2.77,6,235
4925745,New House 100㎡ near metro happy!!!!,23595333,Keiko,,Taito Ku,35.72907,139.79184,Entire home/apt,17000,1,252,2020-09-28,3.81,2,0
4926317,#102 SHIBUYA SHINJUKU 幡ヶ谷駅徒歩5分 観光ショッピングに便利！,25370510,Mitsuko,,Shibuya Ku,35.68127,139.67698,Entire home/apt,4366,1,269,2020-11-06,3.78,6,0
4926426,SHIBUYA SHINJUKU 5 minutes walk from  Station,25370510,Mitsuko,,Shibuya Ku,35.67969,139.67656,Entire home/apt,4071,1,227,2020-10-15,3.34,6,354
4951604,Traditional Zen Penthouse in Harajuku,25523994,Miwako,,Shibuya Ku,35.66978,139.71101,Entire home/apt,25866,3,107,2020-04-07,1.55,1,178
4958750,Convenient charming house,20993205,Seiichi & Keiko,,Edogawa Ku,35.73821,139.88578,Private room,5000,3,100,2020-02-26,1.45,1,180
5050608,Newly Built condo ! FREE breakfast & cafe,1258947,Koichi (Ken),,Taito Ku,35.71714,139.79051,Entire home/apt,7804,3,49,2019-11-30,0.72,2,0
5070495,Private Cozy Apt. 111 in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73468,139.63121,Entire home/apt,7804,3,72,2020-11-15,1.02,10,0
5075815,CraftFlat Ebisu: 8F 1br Penthouse,25729330,Kiki,,Shibuya Ku,35.6502,139.70746,Entire home/apt,7214,30,72,2020-01-27,1.05,1,230
5128066,家族でのご利用にお得なおしゃれな一軒家、まるまるプラン。,26509472,里枝,,Hino Shi,35.66475,139.42034,Private room,20000,1,3,2019-08-22,0.12,1,0
5128293,Shinjuku ShareHouse Dormitory3  with Balcony,8142772,Min & Haru,,Shinjuku Ku,35.69872,139.70276,Shared room,4551,2,134,2020-02-26,1.89,13,276
5188591,calm room-B  3min from Shinjuku by Subway,24026566,Kazu,,Nakano Ku,35.69087,139.67796,Private room,4700,1,195,2020-01-04,2.78,3,28
5198467,Wonderful Japanese style OTOME! (*´ω｀),25911199,Aya,,Bunkyo Ku,35.72177,139.76196,Entire home/apt,30000,1,34,2020-04-01,0.49,1,167
5210118,Designer's Flat - Shibuya YOYOGI park 10mins #1,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,7650,2,224,2020-11-20,3.25,2,159
5217466,#411 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73546,139.63173,Entire home/apt,4371,3,86,2020-03-23,1.22,10,91
5240174,Designer's Flat - Shibuya YOYOGI park 10mins No.2,24477517,Naoko,,Shibuya Ku,35.66339,139.68741,Entire home/apt,7843,2,185,2020-11-14,2.69,2,167
5262640,Private Cozy Apt in Tokyo 413,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73379,139.63314,Entire home/apt,4371,3,52,2020-02-28,0.75,10,90
5262658,Private Cozy Apt in Tokyo 311,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73524,139.63172,Entire home/apt,5723,3,117,2020-03-10,1.66,10,90
5273171,ROOM IN CENTRAL TOKYO!!!,24339628,Taichiro,,Shinagawa Ku,35.59691,139.72933,Private room,5000,1,216,2020-03-12,3.09,4,116
5281318,"Private room, Kichijoji 7min, purified water/WIFI",27342221,Isa,,Musashino Shi,35.70646,139.58289,Private room,3800,1,14,2020-02-23,0.26,2,89
5318866,Newly Built Petit Hotel ! FREE breakfast & cafe.,1258947,Koichi (Ken),,Taito Ku,35.71572,139.79057,Private room,9365,4,26,2019-02-08,0.39,2,0
5319992,"Kokubunji 10min!!Easy to Tokyo,Shinjuku&Kichijoji",21027438,Ai,,Koganei Shi,35.70349,139.48582,Entire home/apt,3286,3,85,2020-10-10,1.22,5,0
5322905,"TOKYO!! JAPANESE STUDIO, WIFI,  KOKUBUNJI2",21027438,Ai,,Kokubunji Shi,35.70366,139.48405,Entire home/apt,3286,3,65,2020-03-27,0.93,5,0
5322944,"TOKYO!! STUDIO, WIFI, JAPANESE KOKUBUNJI3!!",21027438,Ai,,Kokubunji Shi,35.70471,139.48374,Entire home/apt,3286,7,68,2020-08-21,0.98,5,161
5407938,Heart of Shinjuku/Free Pocket Wifi/Homey^^,28035085,Koichi,,Shinjuku Ku,35.69518,139.7098,Entire home/apt,9821,2,284,2020-11-02,4.10,2,122
5410242,Steve's International Guest Place,28045851,Steve,,Suginami Ku,35.70055,139.60022,Entire home/apt,6764,4,51,2019-12-14,0.86,1,147
5414578,One Room Apartment with own bathroom (A3),25865449,Seungkwan,,Shinjuku Ku,35.70051,139.70569,Entire home/apt,11514,3,15,2019-07-16,0.51,20,321
5447082,Roppongi/Akasaka Extremely CLEAN 7F,28254151,Radoslaw,,Minato Ku,35.66866,139.73212,Entire home/apt,7000,30,96,2020-02-05,1.39,2,0
5464293,Finest Cafe/Bar/Hotel 3F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70448,139.63776,Entire home/apt,6857,2,134,2020-01-21,1.94,4,348
5464305,Finest Cafe/Bar/Hotel 2F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70509,139.63584,Entire home/apt,6357,2,123,2020-03-06,1.79,4,0
5516726,10min to Shinjuku:Mt. Fuji view from the rooftop,24781998,Airin,,Nakano Ku,35.72104,139.64118,Private room,15000,1,23,2019-05-01,0.33,1,181
5527486,One-Room Apartment with own Bathroom (A2),25865449,Seungkwan,,Shinjuku Ku,35.69917,139.70641,Entire home/apt,9514,3,13,2019-07-14,0.19,20,321
5562958,Room in Central Tokyo!,24339628,Taichiro,,Shinagawa Ku,35.59745,139.72747,Private room,5000,1,82,2020-01-07,1.18,4,116
5563021,Room in Central Tokyo!!,24339628,Taichiro,,Shinagawa Ku,35.59853,139.72943,Private room,6000,1,75,2019-12-26,1.08,4,0
5564391,*SACRED FOREST 神の森* Natural Stylish Healing ♡ Cozy,28837813,InstaHomes,,Nakano Ku,35.7319,139.66797,Private room,5214,1,208,2020-04-27,4.07,3,0
5583920,One-Room Apartment with Own Bathroom (A5-1),25865449,Seungkwan,,Shinjuku Ku,35.70019,139.70523,Entire home/apt,16914,3,16,2020-02-01,0.23,20,34
5585604,Two-bedroom Apartment with Own Bathroom,25865449,Seungkwan,,Shinjuku Ku,35.69983,139.7056,Private room,16200,3,14,2019-10-22,0.20,20,321
5595448,One-Room Apartment with own Bathroom (A2),25865449,Seungkwan,,Shinjuku Ku,35.70058,139.70615,Entire home/apt,9514,3,14,2019-07-15,0.20,20,0
5620131,Roppongi arer.Narita 85 .Haneda 30 min（1 ～3 beds）,32575084,Shie,,Minato Ku,35.64741,139.73647,Private room,6000,30,9,2019-07-29,0.13,3,180
5633430,Furnished Private Apt. 412 www.airbnb.jp/c/a87d19,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73572,139.63258,Entire home/apt,6244,3,39,2020-01-01,0.57,10,90
5641920,#312 Furnished Private Apt.,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73475,139.63323,Entire home/apt,6244,3,24,2020-01-02,0.35,10,90
5643408,One Room Apartment with own bathroom (A3),25865449,Seungkwan,,Shinjuku Ku,35.70101,139.70589,Entire home/apt,11514,3,16,2019-11-16,0.24,20,309
5655387,BLENDIA Share house : Homestay #1,29311815,Motoki,,Shinagawa Ku,35.62619,139.70798,Shared room,2057,1,210,2020-02-23,3.03,6,286
5661072,Shinjuku Hyakunincho 3mins to JR station,21504159,Michi,,Shinjuku Ku,35.70035,139.6967,Entire home/apt,3594,3,116,2020-09-18,1.68,21,74
5673677,"A cozy room  Shinjuku, Shibuya and Shimokitazawa!",15282125,Kanako,,Setagaya Ku,35.66441,139.65996,Private room,4000,5,56,2019-12-26,0.87,1,91
5719870,東京駅まで13分、新小岩駅徒歩3分のリッチ！隣商店街あり、便利！,29410164,JCK Residence,,Katsushika Ku,35.71659,139.85775,Entire home/apt,15000,3,90,2020-01-15,1.30,4,210
5726170,KCAM,7989630,Kouki,,Musashino Shi,35.70779,139.56993,Private room,2500,4,54,2019-10-22,0.80,1,79
5730246,"便利,干净,convenient,cheap,center Tokyo",24087904,Rinrin,,Bunkyo Ku,35.72822,139.76347,Entire home/apt,5500,1,190,2019-11-30,2.76,5,1
5730491,BLENDIA Share house : Homestay #2,29311815,Motoki,,Shinagawa Ku,35.62578,139.70807,Shared room,2057,1,182,2020-03-21,2.63,6,0
5730522,BLENDIA Share house : Homestay #3,29311815,Motoki,,Shinagawa Ku,35.6259,139.70805,Shared room,2057,1,181,2020-03-07,2.61,6,342
5738050,Enjoy local life in Tokyo,29758027,Chieko,,Ota Ku,35.57153,139.6929,Entire home/apt,5000,3,131,2020-06-28,1.90,1,233
5780815,Roppongi area(1~2Person ),32575084,Shie,,Minato Ku,35.64763,139.73625,Private room,4800,30,11,2020-01-30,0.17,3,180
5815506,東京根津ステンドグラス美術館＆ゲストハウス（Since 2008),18289292,武男,,Bunkyo Ku,35.71887,139.76458,Private room,5186,1,31,2020-03-01,1.68,1,224
5816176,Cosy  room nr. Jiyugaoka/Den-en-chofu,30182326,Hana,,Setagaya Ku,35.59822,139.67414,Private room,10086,2,8,2019-02-17,0.12,1,316
5876019,"Residential area, Peaceful Traditional House 1",20307199,Hotaka,,Higashimurayama Shi,35.76643,139.44514,Private room,3642,2,69,2020-02-19,1.02,3,0
5898156,"Good place, Clean rooms with WiFi",5766088,Ueda,,Setagaya Ku,35.672,139.62084,Entire home/apt,13000,3,24,2019-10-21,0.40,1,347
5932309,"Japanese cosy vintage house, easy access in Tokyo",30745996,Chie,,Kita Ku,35.74408,139.72525,Entire home/apt,6929,2,209,2020-10-15,3.08,1,121
5936568,3Private apartment Tokyo machida,22038803,Suda,,Machida Shi,35.56256,139.46451,Entire home/apt,4500,3,49,2020-10-17,0.72,1,0
5940498,2F Corner Room w/ Comfortable Double Bed,30840659,Guesthouse,,Katsushika Ku,35.76692,139.86497,Private room,3800,2,90,2020-01-03,1.31,5,88
5949669,"#201 Licensed. 7mins Sta,Tatami room. convinient",30883070,Takeshi,,Koto Ku,35.68285,139.81551,Shared room,1679,1,306,2020-10-04,4.63,28,364
5963368,Near池袋-Trad. JP. villa w/ free wifi,29681737,文娟,,Nerima Ku,35.76436,139.6698,Private room,6945,1,36,2019-06-22,0.54,5,273
5979941,"7min to Station, Japanese style room, Free WiFi",30840659,Guesthouse,,Katsushika Ku,35.76619,139.86607,Private room,5213,2,27,2019-08-16,0.40,5,88
6050643,"Residential area, Peaceful Traditional House 3",20307199,Hotaka,,Higashimurayama Shi,35.76556,139.44458,Entire home/apt,4683,3,54,2020-01-31,0.80,3,341
6065895,SANITIZED★OtsukaSta2min/accessible/SAKURAHOUSE#B05,27335625,Chihiro,,Toshima Ku,35.73171,139.72812,Private room,3500,2,61,2020-05-14,0.90,2,177
